date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-11-14 00:00:00,10.2,3,19,0,,,6.7,,1024.8,
2023-11-15 00:00:00,12,4,23,0,,,6.4,,1018.2,
2023-11-16 00:00:00,16.1,8,26,0,,,6,,1016.9,
2023-11-17 00:00:00,18.4,13,27,0,,,10,,1013.2,
2023-11-18 00:00:00,16.3,13,22.6,2,,,7.7,,1016.4,
2023-11-19 00:00:00,13.4,11,16.8,2.3,,,5.7,,1021.9,
2023-11-20 00:00:00,15.4,9.9,24,0,,,4.4,,1018.2,
2023-11-21 00:00:00,17.3,10,25,0.1,,,7.6,,1010.7,
2023-11-22 00:00:00,12.9,9,17,10.9,,,10.9,,1016.1,
2023-11-23 00:00:00,8.6,6.6,13.2,7.1,,,9.1,,1024.7,
2023-11-24 00:00:00,10.9,5,17.7,0,,,7.4,,1013.4,
2023-11-25 00:00:00,10.9,7,17,0,,,5.8,,1020.1,
2023-11-26 00:00:00,12.1,5,22,0,,,5.9,,1016.4,
2023-11-27 00:00:00,13.1,7,19,0,,,4.9,,1012.6,
2023-11-28 00:00:00,15.8,10,23.9,0,,,7.8,,1012.8,
2023-11-29 00:00:00,12.2,8.1,16.5,4.6,,,8,,1019.8,
2023-11-30 00:00:00,8.2,6,11,5.6,,,6.4,,1026.8,
2023-12-01 00:00:00,8,5,12,0,,,3,,1023.5,
2023-12-02 00:00:00,9.6,5,16,0,,,3.6,,1022.6,
2023-12-03 00:00:00,9.7,5,15,0,,,6.5,,1023.9,
2023-12-04 00:00:00,11.5,7,18.2,0,,,5,,1025.3,
2023-12-05 00:00:00,12,6,21.6,0,,,5.8,,1019.9,
2023-12-06 00:00:00,9.7,4,17.1,0,,,6.2,,1021,
2023-12-07 00:00:00,4.5,3.6,5.5,0,,,6.1,,1021.1,
2023-12-08 00:00:00,3.9,0,6,6.1,,,7.7,,1020.5,
2023-12-09 00:00:00,-0.5,-1.8,1,4.2,,,5.3,,1032,
2023-12-10 00:00:00,2.1,-3.3,7,0,,,5.2,,1025.3,
2023-12-11 00:00:00,3.5,-2.6,7,7.3,,,7.7,,1018.4,
2023-12-12 00:00:00,-11.5,-17,-5,6.3,,,9.6,,1032.3,
2023-12-13 00:00:00,-11.8,-17,-5,0,,,3.1,,1033.4,
2023-12-14 00:00:00,-4.8,-11,0.9,0,,,5,,1020,
2023-12-15 00:00:00,1.9,-1,9.5,0,,,5.9,,1018.3,
2023-12-16 00:00:00,0.6,-1,2.1,0.3,,,4,,1028.4,
2023-12-17 00:00:00,4.4,0.6,10,0.8,,,4.2,,1029.5,
2023-12-18 00:00:00,7.5,1,15.7,0,,,8.5,,1021.6,
2023-12-19 00:00:00,4.1,2.2,7,3,,,7.3,,1029.1,
2023-12-20 00:00:00,3.8,1,7,0,,,6.4,,1034.4,
2023-12-21 00:00:00,3.2,-1,9.2,0,,,2.9,,1030.3,
2023-12-22 00:00:00,5.1,-2,15.1,0,,,3.4,,1018.2,
2023-12-23 00:00:00,7.9,0,18,0,,,7.7,,1014.6,
2023-12-24 00:00:00,12.9,10,17.2,0.1,,,11.7,,1014.5,
2023-12-25 00:00:00,15.9,13,21,0.2,,,11.3,,1013.3,
2023-12-26 00:00:00,8.3,6,15,18,,,7.7,,1021.3,
2023-12-27 00:00:00,8.8,6,12.5,1,,,12.3,,1023.7,
2023-12-28 00:00:00,10.1,4,18,0,,,9.8,,1018.7,
2023-12-29 00:00:00,3.8,1,12.4,9.9,,,10.2,,1025,
2023-12-30 00:00:00,1.4,-2,5,0,,,6.8,,1033,
2023-12-31 00:00:00,3.9,-1,10.7,0,,,5.9,,1026.1,
2024-01-01 00:00:00,7.2,1,15.4,0,,,6,,1019.4,
2024-01-02 00:00:00,5.7,3,9,0,,,4.8,,1024.7,
2024-01-03 00:00:00,5.1,1.5,11,0,,,5.3,,1019.8,
2024-01-04 00:00:00,8.9,3,16,0.1,,,9.2,,1014.2,
2024-01-05 00:00:00,9.9,5,13.8,0.3,,,7.1,,1017.1,
2024-01-06 00:00:00,11.2,5,16.4,0.4,,,8.2,,1016.3,
2024-01-07 00:00:00,10.2,8,13.9,6.1,,,9.1,,1018.1,
2024-01-08 00:00:00,7.4,5.8,9,0.2,,,6.3,,1023.4,
2024-01-09 00:00:00,8.8,3,16,0,,,7.1,,1016,
2024-01-10 00:00:00,10.4,8,14.3,0,,,7.1,,1013.8,
2024-01-11 00:00:00,5.9,3.1,8.8,1.6,,,8,,1017.1,
2024-01-12 00:00:00,3.6,-1,9,0,,,8,,1016.6,
2024-01-13 00:00:00,11.3,4.6,14.5,0,,,10,,1009.3,
2024-01-14 00:00:00,6.9,4,11,0,,,9.9,,1015.4,
2024-01-15 00:00:00,-1.3,-2,3,8.9,,,8.5,,1024,
2024-01-16 00:00:00,-0.4,-1.8,1,0.5,,,6.2,,1024.7,
2024-01-17 00:00:00,1.3,0,5,0,,,5.1,,1023.8,
2024-01-18 00:00:00,3.9,-1,11.1,0,,,4.3,,1022.9,
2024-01-19 00:00:00,5.6,2,8.5,0.2,,,7.4,,1027.1,
2024-01-20 00:00:00,3.5,1,7,0,,,5.7,,1029,
2024-01-21 00:00:00,4.1,0.5,9.3,0,,,7.1,,1025.5,
2024-01-22 00:00:00,5.9,-0.7,14.7,0,,,5.7,,1020.4,
2024-01-23 00:00:00,6.6,2,11.2,0,,,6.8,,1025.5,
2024-01-24 00:00:00,8.5,4,15.1,0,,,6.5,,1021.6,
2024-01-25 00:00:00,4,-1,7,11.1,,,6.8,,1018.9,
2024-01-26 00:00:00,-0.7,-2.9,1,0.3,,,5.9,,1026.2,
2024-01-27 00:00:00,2.1,-3.1,7,0,,,5.4,,1020.8,
2024-01-28 00:00:00,8.9,4,15.1,2.4,,,10.8,,1011.1,
2024-01-29 00:00:00,4.8,2.8,8,33,,,11.5,,1018.4,
2024-01-30 00:00:00,3.1,1,5,0,,,10.5,,1025.6,
2024-01-31 00:00:00,1.9,-1.7,4.3,3,,,12,,1028.3,
2024-02-01 00:00:00,0.3,-1.4,3,2.8,,,11.8,,1027.5,
2024-02-02 00:00:00,1.5,-2,7,0,,,8.7,,1025.3,
2024-02-03 00:00:00,1.3,-2,3.2,0,,,8.8,,1013.1,
2024-02-04 00:00:00,2.9,0,7,3.2,,,8,,1023,
2024-02-05 00:00:00,4.2,0,9,0,,,6.5,,1020.6,
2024-02-06 00:00:00,8.5,4,15,0.2,,,13.8,,1013.7,
2024-02-07 00:00:00,7.2,4.9,10.5,0.8,,,9.4,,1016.7,
2024-02-08 00:00:00,9.7,6,14,0.6,,,8.5,,1022.6,
2024-02-09 00:00:00,12.9,8,20,0,,,11.7,,1018.5,
2024-02-10 00:00:00,12.6,7,21,0,,,7.8,,1019.2,
2024-02-11 00:00:00,11.2,3.8,19.9,0,,,7.6,,1021.7,
2024-02-12 00:00:00,5.3,3,7.8,0,,,6.5,,1026.7,
2024-02-13 00:00:00,8.3,3,15,0,,,6.3,,1026,
2024-02-14 00:00:00,12.6,5,22,0,,,7.1,,1020.4,
2024-02-15 00:00:00,14.8,10,19.8,0,,,8.6,,1014.6,
2024-02-16 00:00:00,-0.1,-4,14.5,16,,,10.9,,1022.4,
2024-02-17 00:00:00,-3.8,-5.2,-2.4,0,,,6.1,,1023.4,
2024-02-18 00:00:00,-2.3,-4,-1,6.5,,,6.7,,1015.4,
2024-02-19 00:00:00,-2.3,-4,-0.9,3.8,,,6.6,,1021.2,
2024-02-20 00:00:00,-3.3,-5.4,1,7.1,,,8.4,,1027.1,
2024-02-21 00:00:00,-2.2,-7,2,0,,,8,,1027.8,
2024-02-22 00:00:00,1.3,-3.1,5.7,0,,,5.4,,1027.5,
2024-02-23 00:00:00,4.4,2,8,0.3,,,7.9,,1026.7,
2024-02-24 00:00:00,0.7,0,3,3.8,,,7.8,,1028.2,
2024-02-25 00:00:00,1.3,0,3,4.1,,,5.4,,1026.7,
2024-02-26 00:00:00,1.4,0,4,0.6,,,7.7,,1025.6,
2024-02-27 00:00:00,2.4,0,6,0,,,7,,1027.5,
2024-02-28 00:00:00,2.8,1,5,0,,,6.8,,1028.3,
2024-02-29 00:00:00,4,0,8,0,,,6.4,,1023,
2024-03-01 00:00:00,3.3,1.6,5,1.5,,,9.4,,1021.3,
2024-03-02 00:00:00,0.7,-0.3,1.1,5.1,,,4.8,,1022.6,
2024-03-03 00:00:00,0.6,0,2,8.9,,,7,,1024.4,
2024-03-04 00:00:00,2.3,-2,7,0,,,5,,1025.8,
2024-03-05 00:00:00,4,-1,10,0,,,6.5,,1022.2,
2024-03-06 00:00:00,6.5,2,11.4,0,,,5.7,,1019.1,
2024-03-07 00:00:00,8.8,4,14,2.7,,,6.7,,1018.7,
2024-03-08 00:00:00,12,7.7,17.4,1.1,,,9.4,,1017.3,
2024-03-09 00:00:00,9.7,8,12,6.1,,,12.6,,1016.2,
2024-03-10 00:00:00,9.4,7.4,12.5,13.2,,,7.7,,1019.9,
2024-03-11 00:00:00,13.3,7.2,22,0,,,8,,1017.7,
2024-03-12 00:00:00,7.2,2.7,12.1,26.9,,,13.5,,1018.3,
2024-03-13 00:00:00,5.4,1.9,8.6,5.1,,,7.1,,1027.5,
2024-03-14 00:00:00,0.5,-3.9,5,3.8,,,9.4,,1031.1,
2024-03-15 00:00:00,2.4,-6,10,0,,,8.2,,1034.3,
2024-03-16 00:00:00,7.3,1,14.9,0,,,8.4,,1026.7,
2024-03-17 00:00:00,11.3,1,20.6,0,,,7.4,,1019.1,
2024-03-18 00:00:00,15.5,9,22,0.3,,,8.4,,1019.5,
2024-03-19 00:00:00,16.9,11,24.1,0,,,8.5,,1017.5,
2024-03-20 00:00:00,19.2,15,24.8,3.4,,,13.6,,1006.3,
2024-03-21 00:00:00,14.4,13,17.6,6.1,,,10.3,,1011.1,
2024-03-22 00:00:00,8.5,7.8,13,23.9,,,8.8,,1018.2,
2024-03-23 00:00:00,12.6,5,19,0,,,8.8,,1015.2,
2024-03-24 00:00:00,14.9,8,22.3,0,,,7.9,,1017.2,
2024-03-25 00:00:00,18.5,11,26,0,,,13,,1016.2,
2024-03-26 00:00:00,19.9,14,27.5,0,,,12.1,,1007.8,
2024-03-27 00:00:00,18.4,14.7,24,2.3,,,7.6,,1014.2,
2024-03-28 00:00:00,11.8,8,17,8.4,,,12.6,,1017.6,
2024-03-29 00:00:00,8.3,7,9,3.4,,,8.8,,1018.8,
2024-03-30 00:00:00,9.1,7,12,0,,,10,,1022.2,
2024-03-31 00:00:00,10.4,3,16,0,,,9.1,,1027,
2024-04-01 00:00:00,12.9,5,19,0,,,11.9,,1020.2,
2024-04-02 00:00:00,13.4,9,18,0.2,,,8.1,,1018,
2024-04-03 00:00:00,13,10,17,2.8,,,7.5,,1019.8,
2024-04-04 00:00:00,14.8,8,20,0,,,11.1,,1017.3,
2024-04-05 00:00:00,16.5,10,22,2.9,,,10.3,,1015.7,
2024-04-06 00:00:00,11.7,9,16.4,7.1,,,14.5,,1017.2,
2024-04-07 00:00:00,14.9,7,21,0,,,8.4,,1021.1,
2024-04-08 00:00:00,18.7,11,25,0,,,9.6,,1017.6,
2024-04-09 00:00:00,14.4,12,19,8.1,,,10.8,,1020.9,
2024-04-10 00:00:00,15.8,8.2,22,0,,,8.9,,1020,
2024-04-11 00:00:00,18.4,11,26,0,,,7.6,,1012.1,
2024-04-12 00:00:00,17.4,14.8,22.6,0.3,,,8.5,,1009.5,
2024-04-13 00:00:00,16.4,14,21,8,,,8.3,,1010.3,
2024-04-14 00:00:00,17.6,10,23,0,,,7.8,,1013.2,
2024-04-15 00:00:00,15.4,14,19,0.5,,,8.2,,1013.5,
2024-04-16 00:00:00,14.2,12.7,18.7,0.5,,,8.8,,1022.7,
2024-04-17 00:00:00,17,9,24,0,,,7,,1020.1,
2024-04-18 00:00:00,18.9,12,26,0,,,8.6,,1011.8,
2024-04-19 00:00:00,20.2,13.8,27,0,,,7.2,,1006.6,
2024-04-20 00:00:00,21.9,16,28,0,,,7.6,,1007.9,
2024-04-21 00:00:00,22,16,28,1.2,,,9.5,,1010.2,
2024-04-22 00:00:00,21.5,17,26,1.5,,,8.4,,1012.5,
2024-04-23 00:00:00,22.4,16,30,0.5,,,9.6,,1012.9,
2024-04-24 00:00:00,22.9,17,29,1.3,,,10,,1011.4,
2024-04-25 00:00:00,20.2,16.2,24.2,1.6,,,10.8,,1012.1,
2024-04-26 00:00:00,19.1,14,24,0.4,,,10,,1012.9,
2024-04-27 00:00:00,16.8,9.4,24,0.9,,,13.4,,1012.4,
2024-04-28 00:00:00,11.1,4.3,16.5,0,,,9.4,,1018.7,
2024-04-29 00:00:00,14.8,9,20,0,,,7.4,,1019,
2024-04-30 00:00:00,17.5,14.8,20,0,,,8.3,,1018.6,
2024-05-01 00:00:00,18.8,12,25,0,,,11.2,,1017.5,
2024-05-02 00:00:00,21.5,14,28,0,,,10.9,,1011.4,
2024-05-03 00:00:00,20.8,16,26,2.5,,,9.7,,1004.4,
2024-05-04 00:00:00,20.2,17.8,24.2,2,,,10.5,,1004.6,
2024-05-05 00:00:00,20.4,15.2,25,13,,,11.9,,1008.4,
2024-05-06 00:00:00,21.8,14.4,28,0,,,7,,1015,
2024-05-07 00:00:00,24.2,16.3,31,0,,,14.3,,1014.5,
2024-05-08 00:00:00,26.2,18,34,0,,,9.7,,1010.5,
2024-05-09 00:00:00,25.1,20.7,31,5.1,,,16.4,,1010,
2024-05-10 00:00:00,18.4,16,22,7.9,,,12,,1013.9,
2024-05-11 00:00:00,17.5,13.8,21,1,,,9.6,,1020.9,
2024-05-12 00:00:00,19.2,13,25,0,,,7.2,,1018.3,
2024-05-13 00:00:00,22.7,14.2,30,0,,,8.5,,1013.1,
2024-05-14 00:00:00,27,17.4,36,0,,,9.7,,1009.5,
2024-05-15 00:00:00,26.5,21.5,32,0,,,11.4,,1011.4,
2024-05-16 00:00:00,21.4,17.4,25.1,1.4,,,14.7,,1016.5,
2024-05-17 00:00:00,23.4,17.6,29,0,,,7.4,,1011.8,
2024-05-18 00:00:00,21.2,17.4,25,9.4,,,13,,1010.6,
2024-05-19 00:00:00,15,12,20,7.9,,,10.9,,1016.5,
2024-05-20 00:00:00,15.6,12.7,20.6,9.9,,,7.4,,1018.7,
2024-05-21 00:00:00,19.8,12.8,26,0,,,8.6,,1018.5,
2024-05-22 00:00:00,22.6,17.6,27,0,,,11.1,,1016.1,
2024-05-23 00:00:00,22.7,18,27,1.3,,,8.4,,1012.3,
2024-05-24 00:00:00,19.3,16.3,22,22.1,,,10.1,,1010.6,
2024-05-25 00:00:00,22.9,15,30,0.4,,,14.6,,1013.3,
2024-05-26 00:00:00,14.6,9.3,20,0,,,14,,1023.9,
2024-05-27 00:00:00,20.1,9.7,28,0,,,8.1,,1015.8,
2024-05-28 00:00:00,22.7,15.6,28,0,,,13.2,,1014,
2024-05-29 00:00:00,21.5,14,28,0,,,9.9,,1015,
2024-05-30 00:00:00,23.1,14,29,0,,,9.8,,1014.7,
2024-05-31 00:00:00,24.6,15.2,32,0,,,8.5,,1016.7,
2024-06-01 00:00:00,26.1,17.6,33,0,,,8.6,,1014,
2024-06-02 00:00:00,27,17.4,33,0,,,11.4,,1011.5,
2024-06-03 00:00:00,25.9,19.1,31,0,,,7.9,,1011,
2024-06-04 00:00:00,25.5,19,32,0,,,9.1,,1011.8,
2024-06-05 00:00:00,26,18.9,33,0,,,9.7,,1011.3,
2024-06-06 00:00:00,26.7,18,34,0,,,8.5,,1010.9,
2024-06-07 00:00:00,28.3,19.8,34,0,,,9.9,,1010.4,
2024-06-08 00:00:00,28.3,19.7,35,0,,,8.7,,1008.4,
2024-06-09 00:00:00,29.6,21.5,36,0,,,9.3,,1007.3,
2024-06-10 00:00:00,30.1,23,38,0,,,10.3,,1009.4,
2024-06-11 00:00:00,31,22.3,37,0,,,12.7,,1009,
2024-06-12 00:00:00,31,24.3,37,0,,,11.4,,1007.5,
2024-06-13 00:00:00,28,20.2,34,0,,,11.2,,1007.1,
2024-06-14 00:00:00,26.6,17.7,34,0,,,7.9,,1006.5,
2024-06-15 00:00:00,27.9,19.9,34,0,,,8.4,,1005.7,
2024-06-16 00:00:00,29.2,20.3,36,0,,,9.7,,1006.1,
2024-06-17 00:00:00,30.7,23,36,0,,,9.4,,1006.7,
2024-06-18 00:00:00,30.7,25,36,0.4,,,11,,1008.8,
2024-06-19 00:00:00,30.5,22.4,38,0,,,9.5,,1006.2,
2024-06-20 00:00:00,31.3,23.7,37,0,,,10.2,,1002.4,
2024-06-21 00:00:00,31.2,25,38,0.4,,,10.9,,1001.2,
2024-06-22 00:00:00,31.5,23.4,37,0,,,8.3,,1002.4,
2024-06-23 00:00:00,31.1,24.8,38,1,,,11.5,,1004.7,
2024-06-24 00:00:00,29.3,24.5,34,0,,,9,,1008.2,
2024-06-25 00:00:00,29.7,21.8,36,0,,,11.4,,1005.6,
2024-06-26 00:00:00,31.8,23.9,38,0,,,8.8,,1002.5,
2024-06-27 00:00:00,33.5,24.6,40.6,0,,,7.6,,1000.7,
2024-06-28 00:00:00,33,26.5,39,0,,,9.3,,1003.7,
2024-06-29 00:00:00,31.1,25.1,36,0,,,10.5,,1004.3,
2024-06-30 00:00:00,30.2,25.2,35,0,,,10,,1004.9,
2024-07-01 00:00:00,27.6,24,32,0,,,9.6,,1005.7,
2024-07-02 00:00:00,25.7,17.4,30.1,0,,,9,,1007.3,
2024-07-03 00:00:00,27.2,17.6,34,0,,,10,,1005.9,
2024-07-04 00:00:00,29.3,18.9,36,0,,,10,,1005.2,
2024-07-05 00:00:00,29.9,20.5,36,0,,,9.4,,1002.4,
2024-07-06 00:00:00,29.5,21.6,36,0,,,9.6,,1001,
2024-07-07 00:00:00,28,20.5,35,0,,,11.6,,1002.6,
2024-07-08 00:00:00,28.4,21.6,34,1,,,10.6,,1005.7,
2024-07-09 00:00:00,30.1,23.2,35,0,,,11.4,,1007.8,
2024-07-10 00:00:00,31.2,22,37,0,,,10.3,,1008.1,
2024-07-11 00:00:00,30.9,22.5,36,0,,,9.8,,1006.4,
2024-07-12 00:00:00,30.8,23,37,0,,,11.1,,1001,
2024-07-13 00:00:00,30.9,25,36,0,,,13.4,,1000.7,
2024-07-14 00:00:00,29,22.9,34,0.5,,,10.6,,1001.4,
2024-07-15 00:00:00,28.7,24,33,0,,,12,,1004.3,
2024-07-16 00:00:00,28.8,23.8,33,0,,,10.9,,1006.8,
2024-07-17 00:00:00,29.5,22,36,0,,,12,,1005.3,
2024-07-18 00:00:00,29.6,21.9,35.2,0,,,9,,1004.1,
2024-07-19 00:00:00,29.3,22.6,35,0,,,11.2,,1002.6,
2024-07-20 00:00:00,30.3,24.5,35.4,0,,,11,,1003.3,
2024-07-21 00:00:00,31.3,23.9,37,0,,,13.5,,1003.9,
2024-07-22 00:00:00,32.2,21.9,38.2,0,,,11.4,,1002.9,
2024-07-23 00:00:00,31.9,25.4,38,0,,,9.4,,1002.2,
2024-07-24 00:00:00,32.2,23.4,38,0,,,9.7,,999.8,
2024-07-25 00:00:00,33.1,24.5,40,0,,,9.7,,997.7,
2024-07-26 00:00:00,33.5,25.9,40,0,,,13.4,,1000.4,
2024-07-27 00:00:00,33.9,26,41,0,,,13.7,,1002.8,
2024-07-28 00:00:00,33.4,26.5,40,0,,,12.4,,1004.8,
2024-07-29 00:00:00,31,22.9,38,0,,,11.1,,1004.2,
2024-07-30 00:00:00,29.9,24,37,0,,,9.4,,1003.9,
2024-07-31 00:00:00,31.1,25.5,37.7,0,,,9.1,,1002.6,
2024-08-01 00:00:00,32.5,24.8,39,0,,,10.5,,1000.4,
2024-08-02 00:00:00,33.2,25.8,40,0,,,9.7,,1002.1,
2024-08-03 00:00:00,31.6,25.6,37,0,,,14,,1003.1,
2024-08-04 00:00:00,30.3,23,36,0,,,8.9,,1004.7,
2024-08-05 00:00:00,30.9,23.6,38,0,,,8.6,,1004.3,
2024-08-06 00:00:00,29.9,22.1,38,0,,,9,,1004.4,
2024-08-07 00:00:00,31.2,24,38,0,,,7.6,,1003.9,
2024-08-08 00:00:00,32.2,23.5,40.4,0,,,8.5,,1003.5,
2024-08-09 00:00:00,32.1,25.6,38,0,,,9.3,,1003.9,
2024-08-10 00:00:00,30.8,26.3,35,0,,,18.7,,1008.1,
2024-08-11 00:00:00,28.9,19.5,36,0,,,10.8,,1007.3,
2024-08-12 00:00:00,29.9,22,37,0,,,10,,1008.3,
2024-08-13 00:00:00,31.6,22.4,38,0,,,9.6,,1007.1,
2024-08-14 00:00:00,33,24.3,40,0,,,9.4,,1007.1,
2024-08-15 00:00:00,33.4,25.2,40,0,,,7.8,,1005.2,
2024-08-16 00:00:00,29.8,26,34,0,,,12.6,,1006.5,
2024-08-17 00:00:00,28.5,22.9,34,0,,,13.9,,1007.2,
2024-08-18 00:00:00,24.7,20.3,27,0.4,,,10.8,,1013.2,
2024-08-19 00:00:00,25.8,17.9,32,0,,,10.5,,1013.2,
2024-08-20 00:00:00,26.7,18,32.8,0,,,10.1,,1009.2,
2024-08-21 00:00:00,26.8,19,34,0,,,8.5,,1009.2,
2024-08-22 00:00:00,28.3,19.2,35,0,,,10.2,,1008.2,
2024-08-23 00:00:00,28.4,21,34.6,0,,,8.7,,1007.6,
2024-08-24 00:00:00,28.1,20.8,34.6,0,,,11.4,,1009.4,
2024-08-25 00:00:00,27.3,21.8,32.3,0,,,13.2,,1010.8,
2024-08-26 00:00:00,25,17.5,32,0,,,8.1,,1009.2,
2024-08-27 00:00:00,24.9,17,31,0,,,8.2,,1007.8,
2024-08-28 00:00:00,23.6,17.8,30.1,0,,,10.2,,1009.3,
2024-08-29 00:00:00,22.9,16.6,29,,,,9.4,,1011.5,
2024-08-30 00:00:00,24.6,16.4,32.3,,,,8.2,,1011.4,
2024-08-31 00:00:00,26.4,17.7,34,,,,9.3,,1010,
2024-09-01 00:00:00,26,18,33,,,,12.9,,1011,
2024-09-02 00:00:00,22.2,15.4,29,,,,10.8,,1013.2,
2024-09-03 00:00:00,22.5,14.4,31,,,,9,,1012.8,
2024-09-04 00:00:00,23.5,14.5,31,,,,7.1,,1012.1,
2024-09-05 00:00:00,24.8,16.2,33,0,,,11.1,,1008.7,
2024-09-06 00:00:00,22,16,29,0,,,10.3,,1009.9,
2024-09-07 00:00:00,20,13,27,0,,,8.5,,1019,
2024-09-08 00:00:00,20.5,11.9,27,0,,,9.4,,1017.4,
2024-09-09 00:00:00,19.6,13.8,25,0,,,7.9,,1018.3,
2024-09-10 00:00:00,20.9,12.2,28.3,0,,,7.7,,1018,
2024-09-11 00:00:00,21.6,13.6,29,0,,,7.9,,1015.6,
2024-09-12 00:00:00,22.3,14.3,29.6,0,,,8.6,,1010.3,
2024-09-13 00:00:00,22.2,15,29.4,0,,,9.6,,1009.2,
2024-09-14 00:00:00,21.9,13.9,30,0,,,8.3,,1008.4,
2024-09-15 00:00:00,22.8,15.2,30.4,0,,,8.2,,1008.4,
2024-09-16 00:00:00,22.4,15.4,29.3,0.1,,,8.4,,1009.8,
2024-09-17 00:00:00,21.3,17.2,26.8,0.8,,,8.8,,1014.6,
2024-09-18 00:00:00,22.8,14.9,30,0,,,8.5,,1015.1,
2024-09-19 00:00:00,24.1,17,28,0.3,,,8.5,,1016,
2024-09-20 00:00:00,22.3,18,26,0,,,10,,1017.9,
2024-09-21 00:00:00,22.4,15,29.2,0,,,7.8,,1015.3,
2024-09-22 00:00:00,22.6,16.8,29,0.2,,,6.5,,1015.1,
2024-09-23 00:00:00,22.6,15.4,30,0,,,6.8,,1016.3,
2024-09-24 00:00:00,23.3,16,31,0,,,8.1,,1015.5,
2024-09-25 00:00:00,25.8,15.5,33.3,0,,,9.1,,1009.9,
2024-09-26 00:00:00,23.2,19,28,2.5,,,12.2,,1010.4,
2024-09-27 00:00:00,18,14,22,0.6,,,8.4,,1016.8,
2024-09-28 00:00:00,18.1,12,25,0,,,7.8,,1019.4,
2024-09-29 00:00:00,19,13,26,0,,,7.9,,1018.4,
2024-09-30 00:00:00,16.6,14.2,19.4,0,,,8.4,,1017.5,
2024-10-01 00:00:00,19.6,11.4,26,0.2,,,7.3,,1014.9,
2024-10-02 00:00:00,22.2,15.3,28,0.5,,,8.5,,1013.5,
2024-10-03 00:00:00,22,18.2,28,0,,,11.7,,1013.7,
2024-10-04 00:00:00,24.1,19.9,29.6,0,,,8.9,,1011.3,
2024-10-05 00:00:00,19.6,16.8,23,3,,,9.6,,1014.4,
2024-10-06 00:00:00,20,15.6,25,2.8,,,8.4,,1018.8,
2024-10-07 00:00:00,20.2,13.9,27,0,,,10.6,,1022.7,
2024-10-08 00:00:00,19.4,12,27,0,,,7.6,,1020.4,
2024-10-09 00:00:00,19.9,13,28,0,,,7.6,,1015.2,
2024-10-10 00:00:00,20.6,14,27,2.4,,,10.2,,1011.7,
2024-10-11 00:00:00,20.6,16.9,24,1.3,,,11.1,,1010.7,
2024-10-12 00:00:00,18.6,13.4,23,0,,,8.2,,1016.7,
2024-10-13 00:00:00,18.3,15.2,23.7,0.3,,,9,,1013.7,
2024-10-14 00:00:00,11.8,10.2,14.7,19.6,,,7.4,,1017.3,
2024-10-15 00:00:00,11.8,10.2,15,8.4,,,7.3,,1019.6,
2024-10-16 00:00:00,8.6,4.9,11,0,,,9.6,,1025.4,
2024-10-17 00:00:00,9.6,3.3,17.3,0,,,6.3,,1025.5,
2024-10-18 00:00:00,13.5,5,23,0,,,5.7,,1020.3,
2024-10-19 00:00:00,16.6,7.7,27,0,,,6.2,,1017.5,
2024-10-20 00:00:00,18.8,9.5,30,0,,,5.4,,1014.2,
2024-10-21 00:00:00,19.5,14,29,0,,,7.6,,1014.2,
2024-10-22 00:00:00,13.9,9.4,18,9.5,,,7.9,,1015.7,
2024-10-23 00:00:00,10.3,9,12,1,,,7,,1025.2,
2024-10-24 00:00:00,11.6,6,17.6,0,,,4.8,,1026.5,
2024-10-25 00:00:00,14.4,7,22,0.2,,,7.6,,1016.5,
2024-10-26 00:00:00,11.3,9.3,14.2,3,,,10,,1023.9,
2024-10-27 00:00:00,11.8,6.8,17,0.4,,,7,,1020.6,
2024-10-28 00:00:00,8.3,5.5,11.8,6.1,,,8.2,,1026.6,
2024-10-29 00:00:00,8.7,5.7,11,0.1,,,8.3,,1024.8,
2024-10-30 00:00:00,10.6,7.1,16,0,,,6,,1025.3,
2024-10-31 00:00:00,11.4,5.3,18.2,0,,,6.2,,1025.4,
2024-11-01 00:00:00,12.2,7,18.7,0,,,4.6,,1022.5,
2024-11-02 00:00:00,13.8,7.5,21,0,,,5.8,,1024.4,
2024-11-03 00:00:00,15.5,8,24,0,,,5.1,,1017.6,
2024-11-04 00:00:00,18.9,13,26,12.2,,,9.2,,1013.4,
2024-11-05 00:00:00,16.6,13.2,19,3.8,,,10,,1014.3,
2024-11-06 00:00:00,9.8,4.4,17,19.1,,,11.3,,1023.6,
2024-11-07 00:00:00,6.1,2,9.1,0,,,8.2,,1031.6,
2024-11-08 00:00:00,6.7,1.3,11.2,0,,,7.9,,1032.5,
2024-11-09 00:00:00,8.1,2.7,14,0,,,7,,1030.2,
2024-11-10 00:00:00,8.1,3.7,14.1,0,,,5.8,,1029.1,
2024-11-11 00:00:00,7.4,3,12.6,0,,,5.4,,1027.8,
2024-11-12 00:00:00,9.5,3.2,15.3,0,,,4.8,,1021.6,
2024-11-13 00:00:00,4.6,-0.3,10,7.9,,,9.6,,1023.4,
2024-11-14 00:00:00,2.6,-0.6,7,0,,,5.9,,1031.6,
2024-11-15 00:00:00,4.1,-1,10.4,0,,,4.5,,1026.8,
2024-11-16 00:00:00,6.7,0,15,0,,,6.2,,1021,
2024-11-17 00:00:00,10.9,3,19.3,0,,,6.6,,1017.2,
